"date","parameter","location","value","unit","city","attribution","averagingperiod","coordinates","country","sourcename","sourcetype","mobile"
"{utc=2007-02-09T06:45:00.000Z, local=2007-02-09T06:45:00+00:00}","pm10","JTA - Jamestown","89.4","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.540114, longitude=-0.2103972}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-09T06:37:00.000Z, local=2007-02-09T06:37:00+00:00}","pm25","NMT - Nima","46.56","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-09T06:37:00.000Z, local=2007-02-09T06:37:00+00:00}","pm10","NMT - Nima","89.84","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-09T07:00:00.000Z, local=2007-02-09T07:00:00+00:00}","pm25","JTC - Jamestown","51.77","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.5349193, longitude=-0.2124056}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-09T07:00:00.000Z, local=2007-02-09T07:00:00+00:00}","pm10","JTC - Jamestown","99.32","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.5349193, longitude=-0.2124056}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-09T07:00:00.000Z, local=2007-02-09T07:00:00+00:00}","pm25","NMA - Nima","40.33","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-09T07:00:00.000Z, local=2007-02-09T07:00:00+00:00}","pm10","NMA - Nima","69.99","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-09T07:10:00.000Z, local=2007-02-09T07:10:00+00:00}","pm25","JTT - Jamestown","48.11","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.5334554, longitude=-0.2129917}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-09T07:10:00.000Z, local=2007-02-09T07:10:00+00:00}","pm10","JTT - Jamestown","102.68","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.5334554, longitude=-0.2129917}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-11T06:37:00.000Z, local=2007-02-11T06:37:00+00:00}","pm25","NMT - Nima","50.56","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-11T06:37:00.000Z, local=2007-02-11T06:37:00+00:00}","pm10","NMT - Nima","96.75","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-11T07:02:00.000Z, local=2007-02-11T07:02:00+00:00}","pm25","NMA - Nima","29.3","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-11T07:02:00.000Z, local=2007-02-11T07:02:00+00:00}","pm10","NMA - Nima","76.78","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-13T06:38:00.000Z, local=2007-02-13T06:38:00+00:00}","pm25","NMT - Nima","41.18","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=43.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-13T06:38:00.000Z, local=2007-02-13T06:38:00+00:00}","pm10","NMT - Nima","75.19","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=43.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-13T06:59:00.000Z, local=2007-02-13T06:59:00+00:00}","pm25","NMA - Nima","32.02","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-13T06:59:00.000Z, local=2007-02-13T06:59:00+00:00}","pm10","NMA - Nima","58.15","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-15T06:22:00.000Z, local=2007-02-15T06:22:00+00:00}","pm25","NMT - Nima","40.52","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-15T06:22:00.000Z, local=2007-02-15T06:22:00+00:00}","pm10","NMT - Nima","96.36","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-15T06:56:00.000Z, local=2007-02-15T06:56:00+00:00}","pm25","NMA - Nima","39.38","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-15T06:56:00.000Z, local=2007-02-15T06:56:00+00:00}","pm10","NMA - Nima","73.18","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-17T06:04:00.000Z, local=2007-02-17T06:04:00+00:00}","pm25","NMT - Nima","63.59","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-17T06:04:00.000Z, local=2007-02-17T06:04:00+00:00}","pm10","NMT - Nima","128.43","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-17T07:38:00.000Z, local=2007-02-17T07:38:00+00:00}","pm25","ADEPA - Asylum Down","52.51","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.567833, longitude=-0.2040278}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-17T07:38:00.000Z, local=2007-02-17T07:38:00+00:00}","pm10","ADEPA - Asylum Down","105.2","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.567833, longitude=-0.2040278}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-17T06:29:00.000Z, local=2007-02-17T06:29:00+00:00}","pm25","NMA - Nima","56.23","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-17T06:29:00.000Z, local=2007-02-17T06:29:00+00:00}","pm10","NMA - Nima","107.96","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-17T08:00:00.000Z, local=2007-02-17T08:00:00+00:00}","pm25","ADA - Asylum Down","57.12","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-17T08:00:00.000Z, local=2007-02-17T08:00:00+00:00}","pm10","ADA - Asylum Down","116.39","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-17T06:05:00.000Z, local=2007-02-17T06:05:00+00:00}","pm25","ADT - Asylum Down","68.65","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=45.0}","{latitude=5.570722, longitude=-0.2120555}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-17T06:05:00.000Z, local=2007-02-17T06:05:00+00:00}","pm10","ADT - Asylum Down","149.39","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=45.0}","{latitude=5.570722, longitude=-0.2120555}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-19T06:07:00.000Z, local=2007-02-19T06:07:00+00:00}","pm25","NMT - Nima","69.79","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=20.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-19T06:07:00.000Z, local=2007-02-19T06:07:00+00:00}","pm10","NMT - Nima","142.81","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=20.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-19T06:06:00.000Z, local=2007-02-19T06:06:00+00:00}","pm25","ADT - Asylum Down","46.68","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.570722, longitude=-0.2120555}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-19T06:06:00.000Z, local=2007-02-19T06:06:00+00:00}","pm10","ADT - Asylum Down","122.14","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.570722, longitude=-0.2120555}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-19T06:33:00.000Z, local=2007-02-19T06:33:00+00:00}","pm25","NMA - Nima","39.89","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=30.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-19T06:33:00.000Z, local=2007-02-19T06:33:00+00:00}","pm10","NMA - Nima","99.84","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=30.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-19T07:14:00.000Z, local=2007-02-19T07:14:00+00:00}","pm25","ADEPA - Asylum Down","39.96","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=46.0}","{latitude=5.567833, longitude=-0.2040278}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-19T07:14:00.000Z, local=2007-02-19T07:14:00+00:00}","pm10","ADEPA - Asylum Down","77.5","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=46.0}","{latitude=5.567833, longitude=-0.2040278}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-19T07:33:00.000Z, local=2007-02-19T07:33:00+00:00}","pm25","ADA - Asylum Down","33.04","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-19T07:33:00.000Z, local=2007-02-19T07:33:00+00:00}","pm10","ADA - Asylum Down","80.68","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-21T06:15:00.000Z, local=2007-02-21T06:15:00+00:00}","pm25","ADT - Asylum Down","65.59","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.570722, longitude=-0.2120555}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-21T06:15:00.000Z, local=2007-02-21T06:15:00+00:00}","pm10","ADT - Asylum Down","134.54","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.570722, longitude=-0.2120555}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-21T06:09:00.000Z, local=2007-02-21T06:09:00+00:00}","pm25","NMT - Nima","57.33","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-21T06:09:00.000Z, local=2007-02-21T06:09:00+00:00}","pm10","NMT - Nima","103.88","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-21T06:35:00.000Z, local=2007-02-21T06:35:00+00:00}","pm25","NMA - Nima","46.49","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-21T06:35:00.000Z, local=2007-02-21T06:35:00+00:00}","pm10","NMA - Nima","82.51","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-21T07:29:00.000Z, local=2007-02-21T07:29:00+00:00}","pm25","ADEPA - Asylum Down","43.09","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=41.0}","{latitude=5.567833, longitude=-0.2040278}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-21T07:29:00.000Z, local=2007-02-21T07:29:00+00:00}","pm10","ADEPA - Asylum Down","71.9","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=41.0}","{latitude=5.567833, longitude=-0.2040278}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-21T07:49:00.000Z, local=2007-02-21T07:49:00+00:00}","pm25","ADA - Asylum Down","45.88","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-21T07:49:00.000Z, local=2007-02-21T07:49:00+00:00}","pm10","ADA - Asylum Down","81.5","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.566722, longitude=-0.2077778}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-23T06:07:00.000Z, local=2007-02-23T06:07:00+00:00}","pm25","NMT - Nima","42.85","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-23T06:07:00.000Z, local=2007-02-23T06:07:00+00:00}","pm10","NMT - Nima","92.05","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-23T06:12:00.000Z, local=2007-02-23T06:12:00+00:00}","pm25","ADT - Asylum Down","52.39","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.570722, longitude=-0.2120555}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-23T06:12:00.000Z, local=2007-02-23T06:12:00+00:00}","pm10","ADT - Asylum Down","119.69","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.570722, longitude=-0.2120555}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-23T06:30:00.000Z, local=2007-02-23T06:30:00+00:00}","pm25","NMA - Nima","35.36","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-02-23T06:30:00.000Z, local=2007-02-23T06:30:00+00:00}","pm10","NMA - Nima","70.46","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
