"date","parameter","location","value","unit","city","attribution","averagingperiod","coordinates","country","sourcename","sourcetype","mobile"
"{utc=2007-07-31T06:41:00.000Z, local=2007-07-31T06:41:00+00:00}","pm25","NMT - Nima","31.56","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-07-31T06:41:00.000Z, local=2007-07-31T06:41:00+00:00}","pm10","NMT - Nima","64.94","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-07-31T07:42:00.000Z, local=2007-07-31T07:42:00+00:00}","pm25","ELA - East Legon","18.04","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-07-31T07:42:00.000Z, local=2007-07-31T07:42:00+00:00}","pm10","ELA - East Legon","22.79","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-07-31T07:06:00.000Z, local=2007-07-31T07:06:00+00:00}","pm25","NMA - Nima","20.9","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-07-31T07:06:00.000Z, local=2007-07-31T07:06:00+00:00}","pm10","NMA - Nima","40.62","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-02T06:42:00.000Z, local=2007-08-02T06:42:00+00:00}","pm25","NMT - Nima","31.1","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-02T06:42:00.000Z, local=2007-08-02T06:42:00+00:00}","pm10","NMT - Nima","69.98","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-02T06:59:00.000Z, local=2007-08-02T06:59:00+00:00}","pm25","ELT - East Legon","31.8","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6408997, longitude=-0.1695437}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-02T06:59:00.000Z, local=2007-08-02T06:59:00+00:00}","pm10","ELT - East Legon","95.45","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6408997, longitude=-0.1695437}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-02T07:06:00.000Z, local=2007-08-02T07:06:00+00:00}","pm25","NMA - Nima","21.86","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-02T07:06:00.000Z, local=2007-08-02T07:06:00+00:00}","pm10","NMA - Nima","39.35","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-02T07:23:00.000Z, local=2007-08-02T07:23:00+00:00}","pm25","ELA - East Legon","15.39","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-02T07:23:00.000Z, local=2007-08-02T07:23:00+00:00}","pm10","ELA - East Legon","30.1","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-02T07:47:00.000Z, local=2007-08-02T07:47:00+00:00}","pm25","ELC - East Legon","15.48","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.6335573, longitude=-0.1651875}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-02T07:47:00.000Z, local=2007-08-02T07:47:00+00:00}","pm10","ELC - East Legon","32.02","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=47.0}","{latitude=5.6335573, longitude=-0.1651875}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-04T06:39:00.000Z, local=2007-08-04T06:39:00+00:00}","pm25","NMT - Nima","30.19","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-04T06:39:00.000Z, local=2007-08-04T06:39:00+00:00}","pm10","NMT - Nima","55.27","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-04T06:41:00.000Z, local=2007-08-04T06:41:00+00:00}","pm25","ELT - East Legon","25.65","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=28.0}","{latitude=5.6408997, longitude=-0.1695437}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-04T06:41:00.000Z, local=2007-08-04T06:41:00+00:00}","pm10","ELT - East Legon","72.08","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=28.0}","{latitude=5.6408997, longitude=-0.1695437}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-04T07:18:00.000Z, local=2007-08-04T07:18:00+00:00}","pm25","NMA - Nima","18.72","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-04T07:18:00.000Z, local=2007-08-04T07:18:00+00:00}","pm10","NMA - Nima","43.58","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-04T07:20:00.000Z, local=2007-08-04T07:20:00+00:00}","pm25","ELA - East Legon","16.78","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-04T07:20:00.000Z, local=2007-08-04T07:20:00+00:00}","pm10","ELA - East Legon","38.13","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-04T08:06:00.000Z, local=2007-08-04T08:06:00+00:00}","pm25","ELC - East Legon","17.5","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6335573, longitude=-0.1651875}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-04T08:06:00.000Z, local=2007-08-04T08:06:00+00:00}","pm10","ELC - East Legon","41.69","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6335573, longitude=-0.1651875}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-06T06:43:00.000Z, local=2007-08-06T06:43:00+00:00}","pm25","NMT - Nima","25.28","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-06T06:43:00.000Z, local=2007-08-06T06:43:00+00:00}","pm10","NMT - Nima","55.29","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-06T06:41:00.000Z, local=2007-08-06T06:41:00+00:00}","pm25","ELT - East Legon","22.01","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6408997, longitude=-0.1695437}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-06T06:41:00.000Z, local=2007-08-06T06:41:00+00:00}","pm10","ELT - East Legon","61.66","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6408997, longitude=-0.1695437}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-06T07:23:00.000Z, local=2007-08-06T07:23:00+00:00}","pm25","ELA - East Legon","17.62","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-06T07:11:00.000Z, local=2007-08-06T07:11:00+00:00}","pm25","NMA - Nima","21.38","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-06T07:23:00.000Z, local=2007-08-06T07:23:00+00:00}","pm10","ELA - East Legon","39.0","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-06T07:11:00.000Z, local=2007-08-06T07:11:00+00:00}","pm10","NMA - Nima","43.31","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-06T08:10:00.000Z, local=2007-08-06T08:10:00+00:00}","pm25","ELC - East Legon","19.65","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6335573, longitude=-0.1651875}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-06T08:10:00.000Z, local=2007-08-06T08:10:00+00:00}","pm10","ELC - East Legon","37.02","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6335573, longitude=-0.1651875}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-08T06:30:00.000Z, local=2007-08-08T06:30:00+00:00}","pm25","ELT - East Legon","40.4","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=28.0}","{latitude=5.6408997, longitude=-0.1695437}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-08T07:16:00.000Z, local=2007-08-08T07:16:00+00:00}","pm25","NMT - Nima","34.16","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-08T06:30:00.000Z, local=2007-08-08T06:30:00+00:00}","pm10","ELT - East Legon","88.42","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=28.0}","{latitude=5.6408997, longitude=-0.1695437}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-08T07:16:00.000Z, local=2007-08-08T07:16:00+00:00}","pm10","NMT - Nima","70.71","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-08T07:44:00.000Z, local=2007-08-08T07:44:00+00:00}","pm25","NMA - Nima","31.0","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-08T07:44:00.000Z, local=2007-08-08T07:44:00+00:00}","pm10","NMA - Nima","54.83","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-08T07:09:00.000Z, local=2007-08-08T07:09:00+00:00}","pm25","ELA - East Legon","30.48","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-08T07:09:00.000Z, local=2007-08-08T07:09:00+00:00}","pm10","ELA - East Legon","47.23","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-08T08:09:00.000Z, local=2007-08-08T08:09:00+00:00}","pm25","ELC - East Legon","27.45","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6335573, longitude=-0.1651875}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-08T08:09:00.000Z, local=2007-08-08T08:09:00+00:00}","pm10","ELC - East Legon","49.54","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6335573, longitude=-0.1651875}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-10T06:43:00.000Z, local=2007-08-10T06:43:00+00:00}","pm25","ELT - East Legon","32.98","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=28.0}","{latitude=5.6408997, longitude=-0.1695437}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-10T06:43:00.000Z, local=2007-08-10T06:43:00+00:00}","pm10","ELT - East Legon","83.56","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=28.0}","{latitude=5.6408997, longitude=-0.1695437}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-10T07:16:00.000Z, local=2007-08-10T07:16:00+00:00}","pm25","ELA - East Legon","23.45","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-10T07:16:00.000Z, local=2007-08-10T07:16:00+00:00}","pm10","ELA - East Legon","41.34","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=49.0}","{latitude=5.640814, longitude=-0.1579063}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-10T06:59:00.000Z, local=2007-08-10T06:59:00+00:00}","pm25","NMT - Nima","36.94","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-10T06:59:00.000Z, local=2007-08-10T06:59:00+00:00}","pm10","NMT - Nima","65.56","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58165, longitude=-0.19898}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-10T07:30:00.000Z, local=2007-08-10T07:30:00+00:00}","pm25","NMA - Nima","23.24","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-10T07:30:00.000Z, local=2007-08-10T07:30:00+00:00}","pm10","NMA - Nima","46.81","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.58389, longitude=-0.19968}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-10T07:50:00.000Z, local=2007-08-10T07:50:00+00:00}","pm25","ELC - East Legon","19.47","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6335573, longitude=-0.1651875}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-10T07:50:00.000Z, local=2007-08-10T07:50:00+00:00}","pm10","ELC - East Legon","42.16","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6335573, longitude=-0.1651875}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
"{utc=2007-08-12T06:32:00.000Z, local=2007-08-12T06:32:00+00:00}","pm25","ELT - East Legon","28.73","µg/m³","Accra","[{name=Dr. Raphael E. Arku and Colleagues, url=https://www.ncbi.nlm.nih.gov/pubmed?term=Arku+RE%5BAuthor%5D+AND+Accra+air+pollution%5BAll+Fields%5D&cmd=DetailsSearch}]","{unit=hours, value=48.0}","{latitude=5.6408997, longitude=-0.1695437}","GH","Dr. Raphael E. Arku and Colleagues","research","false"
